Film,Rotten Tomatoes  critics,Metacritic  critics,Average critics ,Rotten Tomatoes Audience ,Metacritic Audience ,Rotten Tomatoes vs Metacritic  deviance,Average audience ,Audience vs Critics deviance ,Primary Genre,Genres,Script Type,Opening weekend ($million),Opening Weekend,Domestic gross ($million),Domestic Gross,Foreign Gross ($million),Foreign Gross,Worldwide Gross,Worldwide Gross ($million), of Gross earned abroad,Budget ($million),Budget collect, Budget recovered opening weekend,Year,Oscar Winners,Oscar Detail,Link
Killer Elite,25,44,34.5,48,57,-9,52.5,-18,action,"action, crime, thriller",adaptation,9.4,"93,50,000",25.1,"2,51,20,000",31.3,"3,12,60,000","3,44,70,025",34,90.69%,70,49%,13.36%,2011,,,http://www.amazon.com/gp/product/B006TLFIAQ/?tag=titb-20
Extraordinary Measures	,27,45,36,55,67,-12,61,-25,drama,drama,based on a true story,6.0,"60,00,000",12.1,"1,20,70,000",3.1,"30,70,000","1,51,40,000",15,20.28%,31,49%,19.35%,2010,,,http://www.amazon.com/gp/product/B003L7PKCW/?tag=titb-20
The Wizard of Oz ,98,100,99,89,85,4,87,12,Adventure,"Adventure, Fantasy, Comedy, Family, Musical",adaptation,1.2,"11,95,606",24.8,"2,47,70,492",0.0,0,"2,47,70,492",25,0.00%,51,49%,2.34%,2019,,,-
Shaft,32,40,36,94,66,28,80,-44,Comedy,Comedy,sequel,8.9,"89,01,419",21.4,"2,13,60,215",0.0,0,"2,13,60,215",21,0.00%,44,49%,20.23%,2019,,,-
Amelia ,21,37,29,35,58,-23,46.5,-17.5,adventure,"adventure, biography",based on a true story,3.9,"39,00,000",14.3,"1,42,50,000",5.4,"54,00,000","1,92,00,000",19,28.13%,40,48%,9.75%,2009,,,http://www.amazon.com/gp/product/B0036SLOP8/?tag=titb-20
Grindhouse,82,77,79.5,87,80,7,83.5,-4,horror,horror,original screenplay,11.6,"1,15,96,613",25.0,"2,50,37,897",0.4,"3,84,191","2,54,22,088",25,1.51%,53,48%,21.88%,2007,,,-
Popstar: Never Stop Never Stopping,77,68,72.5,67,74,-7,70.5,2.0,Comedy,Comedy,original screenplay,4.7,"46,98,715",9.5,"94,96,130",0.0,"40,990","95,37,120",10,0.43%,20,48%,23.49%,2016,,,https://www.amazon.com/Popstar-Never-Stop-Stopping/dp/B01GHBYMMC/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218221&sr=1-1&keywords=Popstar3A+Never+Stop+Never+Stopping
Thank You for Your Service,76,76,76,78,78,0,78,-2,drama,drama,"adaptation, based on a true story",3.8,"38,17,700",9.5,"94,79,390",0.0,0,"94,79,390",9,0.00%,20,47%,19.09%,2017,,,https://www.amazon.co.uk/Thank-Your-Service-Mark-Russell/dp/B071W3XJV6/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980837&sr=1-1&keywords=Thank+You+for+Your+Service
Self/less,21,34,27.5,49,84,-35,66.5,-39,sci-fi,"sci-fi, thriller",original screenplay,5.4,"54,03,460",12.3,"1,22,79,691",0.0,"2,14,34,136","1,22,79,691",12,174.55%,26,47%,20.78%,2015,,,http://www.amazon.com/gp/product/B017QHDEW0/?tag=titb-20
City of Ember,52,58,55,48,64,-16,56,-1,adventure,"adventure, family, fantasy",adaptation,3.1,"31,30,000",7.9,"78,70,000",10.1,"1,00,60,000","1,79,30,000",18,56.11%,38,47%,8.24%,2008,,,http://www.amazon.com/gp/product/B009EER7FE/?tag=titb-20
The Runaways,68,65,66.5,56,71,-15,63.5,3,biography,"biography, music",adaptation,0.8,"8,00,000",3.6,"35,70,000",1.1,"11,10,000","46,80,000",5,23.72%,10,47%,8.00%,2010,,,http://www.amazon.com/gp/product/B003U42L8W/?tag=titb-20
Free State of Jones,47,53,50.0,66,64,2,65,-15.0,Drama,Drama,original screenplay,7.6,"75,72,206",20.8,"2,08,10,036",2.3,"23,44,199","2,31,54,235",23,10.12%,50,46%,15.14%,2016,,,https://www.amazon.com/Free-State-Jones-Matthew-McConaughey/dp/B01HDR26FY/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218617&sr=1-1&keywords=Free+State+of+Jones
Stop-Loss,65,61,63,27,66,-39,46.5,16.5,drama,war,original screenplay,4.6,"45,60,000",10.9,"1,09,20,000",0.3,"2,90,000","1,12,10,000",11,2.59%,25,45%,18.24%,2008,,,http://www.amazon.com/gp/product/B001DXC6Z0/?tag=titb-20
The Best of Enemies,53,49,51,76,49,27,63,-12,Biography,"Biography, Drama, History",adaptation,4.4,"44,46,190",4.4,"44,46,190",0.0,0,"44,46,190",4,0.00%,10,44%,44.46%,2019,,,https://www.amazon.co.uk/Enemies-Morgan-Neville-Robert-Gordon/dp/B012DK04JG/ref=sr_1_1?keywords=The+Best+of+Enemies&qid=1557074720&s=instant-video&sr=1-1
Brian Banks,60,58,59,97,52,45,75,-16,Drama,Drama,based on a true story,2.2,"21,56,272",4.4,"43,76,820",0.0,0,"43,76,820",4,0.00%,10,44%,21.56%,2019,,,https://www.amazon.co.uk/Brian-Banks-Greg-Kinnear/dp/B082DRZBPF/ref=sr_1_1?crid=3GQV84NMMF94P&keywords=brian+banks&qid=1577973220&s=instant-video&sprefix=Brian+Banks2Cinstant-video2C145&sr=1-1
Stone,49,58,53.5,20,63,-43,41.5,12,thriller,thriller,original screenplay,0.1,"75,000",1.8,"18,10,000",7.7,"76,70,000","94,80,000",9,80.91%,22,43%,0.34%,2010,,,http://www.amazon.com/gp/product/B004JMGOO6/?tag=titb-20
The Book of Henry,21,31,26,63,45,18,54,-28,drama,drama,original screenplay,1.4,"14,24,540",4.3,"42,88,104",0.0,0,"42,88,104",4,0.00%,10,43%,14.25%,2017,,,https://www.amazon.co.uk/Book-Henry-Bobby-Moynihan/dp/B072QY86WQ/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546977750&sr=1-1&keywords=The+Book+of+Henry
Gotti,0,24,12,53,46,7,49.5,-38,Drama,Drama,based on a true story,1.7,"17,19,902",4.3,"42,86,367",0.0,0,"42,86,367",43,0,10,43%,17.20%,2018,,,https://www.amazon.com/Gotti-John-Travolta/dp/B07GRG6LNF/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974499&sr=1-2&keywords=Gotti
The Tree Of Life,84,85,84.5,61,66,-5,63.5,21,fantasy,fantasy,original screenplay,0.4,"3,70,000",13.3,"1,33,00,000",41.0,"4,10,00,000","1,36,70,013",14,299.93%,32,43%,1.16%,2011,,,http://www.amazon.com/gp/product/B005UKJX4E/?tag=titb-20
Cats,19,32,26,54,63,-9,59,-33,Drama,"Drama, Comedy, Musical",adaptation,6.6,"66,19,870",20.0,"1,99,62,590",20.5,"2,05,00,000","4,04,62,590",40,50.66%,95,43%,6.97%,2019,,,https://www.amazon.co.uk/Cats-James-Corden/dp/B082JTNCX7/ref=sr_1_1?crid=IYXMDVK5RFYX&keywords=cats+2019&qid=1577973262&s=instant-video&sprefix=Cats2Cinstant-video2C160&sr=1-1
Post Grad ,7,35,21,31,66,-35,48.5,-27.5,comedy,"comedy, romance",original screenplay,2.6,"26,00,000",6.4,"63,80,000",0.0,"30,000","63,80,000",6,0.47%,15,43%,17.33%,2009,,,http://www.amazon.com/gp/product/B0033VQAIY/?tag=titb-20
Pandorum ,28,28,28,49,78,-29,63.5,-35.5,action,"action, horror, mystery",adaptation,4.4,"44,00,000",10.3,"1,03,00,000",10.3,"1,03,10,000","1,70,00,000",17,60.65%,40,43%,11.00%,2009,,,http://www.amazon.com/gp/product/B0038P80CO/?tag=titb-20
Imagine That ,38,54,46,44,57,-13,50.5,-4.5,comedy,"comedy, family",original screenplay,5.5,"55,00,000",16.1,"1,61,20,000",6.9,"68,60,000","2,29,90,000",23,29.84%,55,42%,10.00%,2009,,,http://www.amazon.com/gp/product/B002PHW9IC/?tag=titb-20
The Kitchen,22,35,29,69,39,30,54,-26,Drama,Drama,adaptation,5.5,"55,27,410",12.2,"1,21,80,032",3.7,"37,00,000","1,58,80,032",16,23.30%,38,42%,14.55%,2019,,,https://www.amazon.co.uk/Kitchen-Andrea-Berloff/dp/B07Y5QF5P4/ref=sr_1_1?keywords=The+Kitchen&qid=1577974409&s=instant-video&sr=1-1
Take Me Home Tonight,28,42,35,46,62,-16,54,-19,comedy,"comedy, romance",original screenplay,3.5,"34,60,000",6.9,"69,30,000",0.6,"6,00,000","1,03,90,007",10,5.77%,25,42%,13.84%,2011,,,http://www.amazon.com/gp/product/B005DD7CKU/?tag=titb-20
The Gunman,16,39,27.5,34,45,-11,39.5,-12,thriller,thriller,adaptation,5.0,"50,28,702",10.7,"1,06,64,749",5.9,"59,00,000","1,65,64,749",17,35.62%,40,41%,12.57%,2015,,,http://www.amazon.com/gp/product/B00ZPWJU7C/?tag=titb-20
Unfinished Business,11,32,21.5,27,38,-11,32.5,-11,comedy,comedy,original screenplay,4.8,"47,72,613",10.2,"1,02,19,501",4.2,"42,11,752","1,44,31,253",14,29.18%,35,41%,13.64%,2015,,,http://www.amazon.com/gp/product/B00UBRGMI6/?tag=titb-20
The Rum Diary,50,56,53,48,65,-17,56.5,-3.5,comedy,comedy,adaptation,5.1,"51,40,000",13.1,"1,31,10,000",10.8,"1,08,40,000","1,82,50,013",18,59.40%,45,41%,11.42%,2011,,,http://www.amazon.com/gp/product/B006ZEDZNY/?tag=titb-20
The Young Messiah,46,33,39.5,66,57,9,61.5,-22.0,Drama,Drama,adaptation,3.3,"32,94,876",6.5,"64,69,813",0.8,"8,43,884","73,13,697",7,11.54%,19,40%,17.81%,2016,,,https://www.amazon.com/Young-Messiah-Sean-Bean/dp/B01FVUJ6PI/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481217982&sr=1-1&keywords=The+Young+Messiah
The Longshots,39,52,45.5,39,67,-28,53,-7.5,biography,"biography, comedy",based on a true story,4.0,"40,00,000",11.5,"1,15,40,000",0.2,"2,30,000","1,17,70,000",12,1.95%,30,39%,13.33%,2008,,,http://www.amazon.com/gp/product/B004LZU89S/?tag=titb-20
Arthur Christmas,92,69,80.5,82,74,8,78,2.5,animation,"animation, comedy, family",original screenplay,12.1,"1,20,70,000",46.5,"4,64,60,000",101.0,"10,09,50,000","5,85,30,046",59,172.48%,150,39%,8.05%,2011,,,http://www.amazon.com/gp/product/B009SQRC9E/?tag=titb-20
Tolkien,51,48,50,75,52,23,64,-14,Drama,Drama,based on a true story,2.2,"22,00,537",4.5,"45,35,154",3.2,"32,41,259","77,76,413",8,41.68%,20,39%,11.00%,2019,,,https://www.amazon.co.uk/Tolkien-Dome-Karukoski/dp/B07RBMYZVV/ref=sr_1_1?keywords=Tolkien&qid=1577974509&s=instant-video&sr=1-1
The Infiltrator,69,66,67.5,73,76,-3,74.5,-7.0,thriller,thriller,based on a true story,5.3,"53,03,775",15.4,"1,54,36,808",2.8,"27,92,670","1,82,29,478",18,15.32%,47,39%,11.28%,2016,,,https://www.amazon.com/Infiltrator-Bryan-Cranston/dp/B01LWJFJ8F/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218386&sr=1-1&keywords=The+Infiltrator
The Three Musketeers,24,35,29.5,48,51,-3,49.5,-20,action,"action, adventure, romance",adaptation,8.7,"86,70,000",20.4,"2,03,70,000",111.9,"11,19,00,000","2,90,40,020",29,385.33%,75,39%,11.56%,2011,,,http://www.amazon.com/gp/product/B007JUWM64/?tag=titb-20
Friend Request,15,31,23,30,38,-8,34,-11,horror,horror,original screenplay,2.0,"20,02,863",3.8,"37,59,078",0.0,0,"37,59,078",4,0.00%,10,38%,20.23%,2017,,,https://www.amazon.co.uk/Friend-Request-Alycia-Debnam-Carey/dp/B01KUVL2KA/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546979574&sr=1-1&keywords=Friend+Request
Hotel Mumbai,75,64,70,83,71,12,77,-8,Drama,"Drama, History, Thriller",based on a true story,0.1,"88,065",6.4,"64,20,666",0.0,0,"64,20,666",6,0.00%,17,37%,0.51%,2019,,,-
College Road Trip,13,36,24.5,56,67,-11,61.5,-37,adventure,"adventure, comedy",original screenplay,13.6,"1,36,00,000",45.6,"4,56,10,000",5.9,"59,40,000","5,15,50,000",52,11.52%,140,37%,9.71%,2008,,,http://www.amazon.com/gp/product/B003QSD5HS/?tag=titb-20
Gold,43,49,46,45,64,-19,54.5,-9,adventure,adventure,based on a true story,3.5,"34,71,316",7.2,"72,27,038",0.0,0,"72,27,038",7,0.00%,20,36%,17.36%,2017,,,https://www.amazon.co.uk/Gold-Matthew-McConaughey/dp/B01N24A6KK/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546980446&sr=1-2&keywords=Gold
Take Shelter,92,85,88.5,85,77,8,81,7.5,thriller,thriller,original screenplay,0.1,"50,000",1.7,"17,30,000",1.4,"14,00,000","17,80,002",2,78.65%,5,36%,1.00%,2011,,,http://www.amazon.com/gp/product/B0078YXF4Y/?tag=titb-20
Drive Angry,45,44,44.5,38,54,-16,46,-1.5,action,"action, crime, fantasy",original screenplay,5.2,"51,90,000",10.7,"1,07,20,000",18.2,"1,82,10,000","1,59,10,011",16,114.46%,45,35%,11.53%,2011,,,http://www.amazon.com/gp/product/B0053EZY04/?tag=titb-20
Whiteout ,7,28,17.5,28,59,-31,43.5,-26,action,"action, crime, mystery",adaptation,4.9,"49,00,000",10.3,"1,02,80,000",7.6,"75,70,000","1,22,00,000",12,62.05%,35,35%,14.00%,2009,,,http://www.amazon.com/gp/product/B00352TZCE/?tag=titb-20
Conan the Barbarian,22,36,29,34,53,-19,43.5,-14.5,action,"action, adventure, fantasy",adaptation,10.0,"1,00,20,000",21.3,"2,13,00,000",27.5,"2,75,00,000","3,13,20,021",31,87.80%,90,35%,11.13%,2011,,,http://www.amazon.com/gp/product/B006ANJ4BW/
Solitary Man,81,69,75,47,54,-7,50.5,24.5,comedy,"comedy, romance",original screenplay,0.1,"90,000",4.4,"43,60,000",0.8,"8,20,000","51,80,000",5,15.83%,15,35%,0.60%,2010,,,http://www.amazon.com/gp/product/B0043UCXQC/?tag=titb-20
Taking Woodstock ,48,55,51.5,48,67,-19,57.5,-6,comedy,"comedy, music",adaptation,3.5,"35,00,000",7.5,"74,60,000",2.5,"25,20,000","99,80,000",10,25.25%,29,34%,12.07%,2009,,,http://www.amazon.com/gp/product/B002YDRA0Y/?tag=titb-20
Playmobile: The Movie,17,-,-,60,-,-,-,-,Action,"Action, Adventure, Comedy",original screenplay,0.7,"6,56,530",1.1,"10,83,213",12.7,"1,26,76,777","1,37,59,990",14,92.13%,40,34%,1.64%,2019,,,https://www.amazon.co.uk/Playmobil-Movie-Anya-Taylor-Joy/dp/B07YQ7J26C/ref=sr_1_1?crid=25L24TX7J13R0&keywords=playmobile+the+movie&qid=1577973863&s=instant-video&sprefix=Playmobile3A+The+Movie2Cinstant-video2C151&sr=1-1
Serenity ,19,37,28,30,47,-17,39,-11,sci-fi,"Sci-Fi, Drama, Mystery, Thriller",original screenplay,4.4,"44,15,403",8.5,"85,47,045",0.0,0,"85,47,045",9,0.00%,25,34%,17.66%,2019,,,https://www.amazon.co.uk/Serenity-Matthew-McConaughey/dp/B07TN37FNJ/ref=sr_1_1?crid=LRFCGIFN5XSZ&keywords=serenity+2019&qid=1577973940&s=instant-video&sprefix=Serenity+2Cinstant-video2C167&sr=1-1
The Company Men,66,69,67.5,55,64,-9,59.5,8,drama,drama,original screenplay,0.6,"6,40,000",4.4,"44,40,000",0.4,"4,40,000","50,80,004",5,8.66%,15,34%,4.27%,2011,,,http://www.amazon.com/gp/product/B0054NQZ9S/?tag=titb-20
Soul Men,45,49,47,42,57,-15,49.5,-2.5,comedy,"comedy, music",original screenplay,5.4,"54,00,000",12.1,"1,20,80,000",0.3,"2,50,000","1,23,30,000",12,2.03%,40,31%,13.50%,2008,,,http://www.amazon.com/gp/product/B002Y3K13W/?tag=titb-20
Their Finest,89,76,83,72,64,8,68,15,comedy,"comedy, drama",adaptation,0.1,"76,197",3.6,"36,03,484",0.0,0,"36,03,484",4,0.00%,12,30%,0.63%,2017,,,https://www.amazon.co.uk/Their-Finest-Gemma-Arterton/dp/B06Y62TF2L/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546981270&sr=1-1&keywords=Their+Finest
A.X.L.,33,31,32,64,50,14,57,-25,Drama,Drama,original screenplay,2.8,"27,98,229",3.0,"30,00,943",0.0,0,"30,00,943",30,0,10,30%,27.98%,2018,,,https://www.amazon.com/X-L-Becky-G/dp/B07KY65QBP/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546964091&sr=1-1&keywords=A.X.L.
A Dangerous Method,79,76,77.5,89,62,27,75.5,2,biography,"biography, thriller",adaptation,0.2,"1,70,000",5.7,"57,00,000",21.8,"2,17,60,000","58,70,006",6,370.70%,20,29%,0.85%,2011,,,http://www.amazon.com/gp/product/B007OUFESC/?tag=titb-20
Jay and Silent Bob Reboot,71,46,59,94,61,33,78,-19,Comedy,Comedy,sequel,0.1,"93,520",2.8,"28,01,841",0.1,"99,748","29,01,589",3,3.44%,10,29%,0.94%,2019,,,https://www.amazon.co.uk/Jay-Silent-Reboot-Kevin-Smith/dp/B081HXV71Z/ref=sr_1_1?keywords=Jay+and+Silent+Bob+Reboot&qid=1577973564&s=instant-video&sr=1-1
Punisher: War Zone,27,30,28.5,47,70,-23,58.5,-30,action,"action, crime","remake / reboot, adaptation",4.3,"43,00,000",8.1,"80,50,000",2.1,"20,50,000","1,01,00,000",10,20.30%,35,29%,12.29%,2008,,,http://www.amazon.com/gp/product/B008Y717U8/?tag=titb-20
Big Stone Gap,35,39,37,75,50,25,62.5,-25.5,romance,"romance, comedy",adaptation,0.4,"3,62,422",1.0,"10,09,301",0.0,0,"10,09,301",1,0.00%,4,29%,10.35%,2015,,,http://www.amazon.com/gp/product/B019PFW1OI/?tag=titb-20
The Lost City of Z,87,78,83,57,69,-12,63,20,action,"action, adventure","adaptation, based on a true story",0.1,"1,10,175",8.6,"85,80,410",0.0,0,"85,80,410",9,0.00%,30,29%,0.37%,2017,,,https://www.amazon.co.uk/Lost-City-Z-Charlie-Hunnam/dp/B06XH7FH7R/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546981226&sr=1-1&keywords=The+Lost+City+of+Z
The Happytime Murders,21,27,24,51,47,4,49,-25,comedy,Black Comedy,original screenplay,9.5,"95,32,425",11.4,"1,13,89,229",0.0,0,"1,13,89,229",114,0,40,28%,23.83%,2018,,,https://www.amazon.com/Happytime-Murders-Melissa-McCarthy/dp/B07GNY94WM/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974144&sr=1-1&keywords=The+Happytime+Murders
Miss Pettigrew Lives for a Day,78,63,70.5,70,73,-3,71.5,-1,comedy,"comedy, romance",adaptation,2.5,"24,90,000",12.3,"1,23,10,000",4.4,"44,10,000","1,67,20,000",17,26.38%,60,28%,4.15%,2008,,,http://www.amazon.com/gp/product/B001G7HKZ4/?tag=titb-20
Captive State,45,54,50,42,53,-11,48,2,sci-fi,"Sci-Fi, Thriller",original screenplay,3.1,"31,31,525",6.0,"59,58,315",1.0,"9,82,490","69,40,805",7,14.16%,25,28%,12.53%,2019,,,-
Red State,57,50,53.5,59,64,-5,61.5,-8,action,"action, horror, thriller",original screenplay,0.2,"2,04,230",1.1,"11,00,000",0.8,"7,69,778","11,00,001",1,69.98%,4,28%,5.11%,2011,,,http://www.amazon.com/gp/product/B005KGPC4S/?tag=titb-20
Johnny English Reborn,38,46,42,55,63,-8,59,-17,adventure,"adventure, comedy, crime",sequel,3.8,"38,30,000",8.3,"83,10,000",151.8,"15,17,70,000","1,21,40,008",12,1250.16%,45,27%,8.51%,2011,,,http://www.amazon.com/gp/product/B0076R62FM/?tag=titb-20
Miss Sloane,69,63,66.0,58,45,13,51.5,14.5,drama,"drama, thriller",original screenplay,1.8,"18,44,972",3.5,"35,00,605",0.0,0,"35,00,605",4,0.00%,13,27%,14.19%,2016,,,-
Action Point,19,37,28,29,37,-8,33,-5,Comedy,Comedy,original screenplay,2.4,"23,90,164",5.1,"50,59,608",0.0,0,"50,59,608",51,0,19,27%,12.58%,2018,,,https://www.amazon.com/Action-Point-Johnny-Knoxville/dp/B07DD6DNJ6/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546964108&sr=1-2&keywords=Action+Point
The Interview,53,52,52.5,50,61,-11,55.5,-3,comedy,comedy,original screenplay,1.8,"17,94,666",6.1,"61,05,175",5.2,"52,00,000","1,13,05,175",11,46.00%,43,26%,4.17%,2014,,,http://www.amazon.com/gp/product/B00RNRD7Y4/?tag=titb-20
Missing Link,89,68,79,67,74,-7,71,8,Adventure,Adventure,original screenplay,5.9,"59,44,950",16.6,"1,66,49,539",9.6,"95,99,930","2,62,49,469",26,36.57%,100,26%,5.94%,2019,,,https://www.amazon.co.uk/Missing-Link-Hugh-Jackman/dp/B07QBY3PX1/ref=sr_1_1?keywords=Missing+Link&qid=1577973771&s=instant-video&sr=1-1
The Express,62,58,60,73,81,-8,77,-17,biography,"biography, sport",adaptation,4.6,"45,60,000",9.8,"97,90,000",0.0,"10,000","98,00,000",10,0.10%,38,26%,12.16%,2008,,,http://www.amazon.com/gp/product/B001QAJ0XG/?tag=titb-20
Burnt,28,42,35,89,44,45,66.5,-31.5,comedy,comedy,original screenplay,5.0,"50,02,521",5.0,"50,02,521",4.6,"45,77,251","95,79,772",10,47.78%,37,26%,13.52%,2015,,,http://www.amazon.com/gp/product/B017CDG46G/?tag=titb-20
By The Sea,32,44,38,44,68,-24,56,-18,drama,drama,original screenplay,0.1,"96,250",0.5,"5,38,460",2.0,"20,17,065","25,55,525",3,78.93%,10,26%,0.96%,2015,,,http://www.amazon.com/gp/product/B01B28GJJY/?tag=titb-20
A Hidden Life,83,79,81,71,88,-17,80,2,Biography,"Biography, Drama, Romance",based on a true story,0.1,"50,383",1.0,"10,15,637",1.0,"10,15,637","20,31,274",2,50.00%,8,25%,0.63%,2019,,,-
Blackhat,34,51,42.5,25,53,-28,39,3.5,thriller,thriller,original screenplay,3.9,"39,01,815",7.9,"78,89,395",9.9,"98,63,545","1,77,52,940",18,55.56%,70,25%,5.57%,2015,,,http://www.amazon.com/gp/product/B00VIF5AZ6/?tag=titb-20
Street Fighter: The Legend of Chun-Li ,16,17,16.5,28,32,-4,30,-13.5,action,"action, crime, sci-fi",adaptation,4.7,"47,00,000",8.7,"87,40,000",4.0,"40,20,000","1,23,40,000",12,32.58%,50,25%,9.40%,2009,,,http://www.amazon.com/gp/product/B009EEDZ46/?tag=titb-20
Greenberg,75,76,75.5,40,52,-12,46,29.5,comedy,"comedy, romance",original screenplay,0.1,"1,10,000",4.2,"42,30,000",1.9,"19,20,000","61,50,000",6,31.22%,25,25%,0.44%,2010,,,http://www.amazon.com/gp/product/B003N20IVS/?tag=titb-20
Raid,71,48,60,65,64,1,64.5,-5,Drama,Drama,based on a true story,0.4,"4,23,817",1.0,"10,10,385",0.0,0,"10,10,385",10,0.00%,4,24%,10.09%,2018,,,-
Jonah Hex,13,33,23,24,46,-22,35,-12,action,"action, fantasy ",adaptation,5.4,"54,00,000",10.6,"1,05,50,000",0.4,"3,60,000","1,09,10,000",11,3.30%,47,23%,11.49%,2010,,,http://www.amazon.com/gp/product/B0041VT6HW/?tag=titb-20
Suburbicon,28,42,35,24,36,-12,30,5,crime,"crime, comedy",original screenplay,2.8,"28,40,246",5.8,"57,75,178",0.0,0,"57,75,178",6,0.00%,25,23%,11.36%,2017,,,https://www.amazon.co.uk/Suburbicon-Matt-Damon/dp/B077S85DJD/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546981565&sr=1-1&keywords=Suburbicon
